messageid,Fulltext,Sender,SenderType,timeReceived,MainText,Url,Subdomain,Domain,TLD,RedirectedURL,Detected,Malicious,Phishing,Suspicious,Malware,Brand,URL Subcategory,Message Categories,FullyQualifiedDomain,Domain Registrar,Domain Creation Date,Domain Last Update
371,"11:21 DO
< amz-call.service-1-88...
Add to contacts
Friday, August 12, 2022
Notification From
Amazon: We've locked
your Amazon account
due to a billing issue.
ONA
To unlock your Amazon
account, please click link
below: https://notification
amazon.com
-accountid.lnk.to
/resolveaccount?secure
-acoount&?=https://
MMS
8:25 AM
Please take action on
your account within 48
hours to avoid permanent
? View all
• +
|||
Block number
O
>
55%
Q :
r
·11/1.",amz-call.service-1-88...,Email To Text,"12/21/2022, 07:37:01","Notification From Amazon: We've locked your Amazon account due to a billing issue. To unlock your Amazon account, please click link below: https://notification-accountid.lnk.to/resolveaccount?secure-acoount&?=https://amazon.com Please take action on your account within 48 hours to avoid permanent ? View all",https://notification-accountid.lnk.to/resolveaccount?secure-acoount&?=https://amazon.com,notification-accountid,lnk,to,,0,0,0,0,0,Amazon,Deceptive subdomain,Account Alert,notification-accountid.lnk.to,,,
372,"11:53
14013598488
This message is from an unsaved number. Beware
of smishing and phishing.
|||
Block number
Wednesday, November 2
CVS Appreciation Week:
Complete Quick Survey and
Earn up to $100 in CVS Credit
swellingcipher.com/wnX1r9
O +
O
MMS
12:54 PM
e ·|·|"".
?",14013598488,Phone Number,"12/21/2022, 07:56:01",CVS Appreciation Week: Complete Quick Survey and Earn up to $100 in CVS Credit swellingcipher.com/wnX1r9,swellingcipher.com/wnX1r9,,swellingcipher,com,https://404domain.com/,1,1,0,0,0,CVS,Random Domain,Advertisement,swellingcipher.com,Hosting Concepts B.V. ,11/2/2022,10/6/2022
373,"11:47
17194060663
This message is from an unsaved number. Beware
of smishing and phishing.
|||
Block number
Sunday, November 20
WOW $100 for 1-2
Minute Walmart Servey
appliedtriumph.com/HW3SV3
O +
O
MMS
12:56 PM
e ·|·|"".
?",17194060663,Phone Number,"12/21/2022, 07:57:31",WOW $100 for 1-2 Minute Walmart Servey appliedtriumph.com/HW3SV3,appliedtriumph.com/HW3SV3,,appliedtriumph,com,,1,1,0,0,0,Walmart,Random Domain,Advertisement,appliedtriumph.com,GANDI SAS,11/20/2022,11/20/2022
374,"11:48
15392927377
This message is from an unsaved number. Beware
of smishing and phishing.
|||
Block number
Saturday, November 19
Earn up to $100 in Walmart Store
Value. Please finish survey to earn
rewards encumberrapidit.com/
b4xUQc
O +
O
MMS
1:47 PM
A ·|·|"".
?",15392927377,Phone Number,"12/21/2022, 07:58:50",Earn up to $100 in Walmart Store Value. Please finish survey to earn rewards encumberrapidit.com/b4xUQc,encumberrapidit.com/b4xUQc,,encumberrapidit,com,https://404domain.com/,0,0,0,0,0,Walmart,Random Domain,Advertisement,encumberrapidit.com,GANDI SAS,11/19/2022,11/19/2022
375,"11:48
12562511099
This message is from an unsaved number. Beware
of smishing and phishing.
|||
Block number
Friday, November 4
GROW UR COCK 2+ INCHES,
STAY STIFF FOR HOURS
slanderchapter.com/LC6JHd
O +
O
MMS
12:01 AM
e ·|·|"".
?",12562511099,Phone Number,"12/21/2022, 08:00:23","GROW UR COCK 2+ INCHES, STAY STIFF FOR HOURS slanderchapter.com/LC6JHd",slanderchapter.com/LC6JHd,,slanderchapter,com,,1,1,0,0,0,,Random Domain,Advertisement,slanderchapter.com,Hosting Concepts B.V. ,11/3/2022,11/3/2022
376,"11:48
12054351835
This message is from an unsaved number. Beware
of smishing and phishing.
|||
Block number
Monday, October 31
Get the Biggest Dick For Her
spikefibrous.com/TrarTX
O +
O
MMS
7:37 PM
e ·|·|"".
?",12054351835,Phone Number,"12/21/2022, 08:01:48",Get the Biggest Dick For Her spikefibrous.com/TrarTX,spikefibrous.com/TrarTX,,spikefibrous,com,https://404domain.com/,1,1,0,0,0,,Random Domain,Advertisement,spikefibrous.com,Hosting Concepts B.V. ,11/1/2022,11/1/2022
377,"11:49
12623279484
This message is from an unsaved number. Beware
of smishing and phishing.
|||
Block number
Thursday, October 27
OMG you can add so much length
and girth. Free trial ends today
quotienteminent.com/UbMa99
O +
O
MMS
3:12 PM
e ·|·|"".
?",12623279484,Phone Number,"12/21/2022, 08:02:50",OMG you can add so much length and girth. Free trial ends today quotienteminent.com/UbMa99,quotienteminent.com/UbMa99,,quotienteminent,com,,6,1,2,0,3,,Random Domain,Advertisement,quotienteminent.com,Internet BS Corp.,10/27/2022,10/27/2022
379,"11:49
17018855233
This message is from an unsaved number. Beware
of smishing and phishing.
|||
Block number
Sunday, October 16
NOTICE: Venmo $100 was
Deposited to Your VENMO
Account. Please Claim
it Here Within 24 Hours
MMS
http://lossfighting.com/5D2wSz 8:07 PM
O +
O
e ·|·|"".
?",17018855233,Phone Number,"12/21/2022, 08:05:14",NOTICE: Venmo $100 was Deposited to Your VENMO Account. Please Claim it Here Within 24 Hours MMS http://lossfighting.com/5D2wSz ,http://lossfighting.com/5D2wSz,,lossfighting,com,,0,0,0,0,0,Venmo,Random Domain,Other,lossfighting.com,Internet BS Corp.,10/17/2022,10/17/2022
380,"11:49
17405554189
This message is from an unsaved number. Beware
of smishing and phishing.
|||
Block number
Friday, September 16
Ultimate GiveAway by HomeDepot
http://securitywe. yokohama
/s4Wm9i
O +
O
MMS
7:23 PM
e ·|·|"".
?",17405554189,Phone Number,"12/21/2022, 08:06:04",Ultimate GiveAway by HomeDepot http://securitywe.yokohama/s4Wm9i,http://securitywe.yokohama/s4Wm9i,,securitywe,yokohama,,0,0,0,0,0,Home Depot,Random Domain,Prize/Contest,securitywe.yokohama,Key-Systems GmbH,9/17/2022,9/17/2022
381,"11:50
13147230741
This message is from an unsaved number. Beware
of smishing and phishing.
/BZnYMyug
We'll be awarding $50 to the first
10,000 people who complete this
inquiry in order to better serve
CVS members. CVS can be very
helpful if you're not feeling well.
http://seizingblessing.directory
O +
|||
Block number
Friday, August 12
O
MMS
12:24 PM
e ·|·|"".
?",13147230741,Phone Number,"12/21/2022, 08:06:57","We'll be awarding $50 to the first 10,000 people who complete this inquiry in order to better serve CVS members. CVS can be very helpful if you're not feeling well. http://seizingblessing.directory/BZnYMyug",http://seizingblessing.directory/BZnYMyug,,seizingblessing,directory,,0,0,0,0,0,CVS,Random Domain,Prize/Contest,seizingblessing.directory,"NameCheap, Inc.",8/12/2022,8/12/2022
382,"12:50:20 A
? (419) 792-1071
! Why is this spam?
(+)
Similar messages were identified as spam
Tuesday, Sep 27 • 1:04 PM
Texting with (419) 792-1071 (SMS/MMS)
Text message
Q :
According to your usecase, you
qualify to use a full policy pack for
your auto for just 19/mth! Tap to
get: aaprmm6pc2.co/5zoily Reply
Stop to OPTOUT
Sep 27, 1:04 PM
O
87% O
Not spam",(419) 792-1071,Phone Number,"12/21/2022, 20:51:08","According to your usecase, you qualify to use a full policy pack for your auto for just 19/mth! Tap to get: aaprmm6pc2.co/5zoily Reply Stop to OPTOUT ",aaprmm6pc2.co/5zoily,,aaprmm6pc2,co,,0,0,0,0,0,,Random Domain,Advertisement,aaprmm6pc2.co,"NameCheap, Inc.",9/27/2022,10/2/2022
383,"12:51:51 AA M
? (971) 427-5498
! Why is this spam?
(+)
Similar messages were identified as spam
Monday, Aug 15 • 9:47 PM
Texting with (971) 427-5498 (SMS/MMS)
Aug 15, 9:47 PM
Q
Simple return of 45$ when
you submit easy info. http://
addressknowing.digital/UOCLWkls
Text message
86% O
:
Not spam",(971) 427-5498,Phone Number,"12/21/2022, 20:52:40",Simple return of 45$ when you submit easy info. http://addressknowing.digital/UOCLWkls,http://addressknowing.digital/UOCLWkls,,addressknowing,digital,,0,0,0,0,0,,Random Domain,Advertisement,addressknowing.digital,"NameCheap, Inc.",8/16/2022,8/16/2022
384,"12:52:57 AM
? (763) 313-0341
! Why is this spam?
(+)
Similar messages were identified as spam
Saturday, Aug 6 • 11:05 AM
Texting with (763) 313-0341 (SMS/MMS)
Aug 6, 11:05 AM
Q
summertime is done and ur still
looking huge in the mirror. try this
for a week and eliminate more
than you can imagine. http://
voicetabular.boutique/ju67rmG2
Text message
86% O
:
Not spam",(763) 313-0341,Phone Number,"12/21/2022, 20:53:36",summertime is done and ur still looking huge in the mirror. try this for a week and eliminate more than you can imagine. http://voicetabular.boutique/ju67rmG2,http://voicetabular.boutique/ju67rmG2,,voicetabular,boutique,,0,0,0,0,0,,Random Domain,Advertisement,voicetabular.boutique,"NameCheap, Inc.",8/6/2022,8/6/2022
385,"12:56:06 MA
? (864) 661-6234
! Why is this spam?
(+)
Similar messages were identified as spam
Friday, Jul 8. 11:14 AM
Texting with (864) 661-6234 (SMS/MMS)
IceHouse: This little compact AC
gives a blast of freezing-cool air:
order it right now with discount
ng4kaszp8.co/4apued3m Reply
END to unsubscribe
Jul 8, 11:14 AM
Text message
86% O
Q
:
Not spam",(864) 661-6234,Phone Number,"12/21/2022, 20:56:40",IceHouse: This little compact AC gives a blast of freezing-cool air: order it right now with discount ng4kaszp8.co/4apued3m Reply END to unsubscribe,ng4kaszp8.co/4apued3m,,ng4kaszp8,co,,0,0,0,0,0,IceHouse,Random Domain,Advertisement,ng4kaszp8.co,"NameCheap, Inc.",7/8/2022,7/8/2022
386,"12:57:21 MA
? (516) 549-7941
! Why is this spam?
(+)
Similar messages were identified as spam
Monday, Aug 1 • 6:45 AM
Texting with (516) 549-7941 (SMS/MMS)
Q
Text message
85% O
Walgreens: We want to choose
along our few other 420 shoppers
reserving 1 prize for a 60 sec
survey. Offer ends in 5 hours
jkigr.cc/IB5sXLZ
Aug 1, 6:45 AM
:
Not spam",(516) 549-7941,Phone Number,"12/21/2022, 20:57:56","Walgreens: We want to choose along our few other 420 shoppers reserving 1 prize for a 60 sec survey. Offer ends in 5 hours jkigr.cc/IB5sXLZ Aug 1, 6:45 AM",jkigr.cc/IB5sXLZ,,jkigr,cc,,1,1,0,0,0,Walgreens,Random Domain,Prize/Contest,jkigr.cc,Dynadot Inc,8/1/2022,9/10/2022
387,"12:58:17 MA
? (321) 388-0444
! Why is this spam?
(+)
Similar messages were identified as spam
Tuesday, Jun 21 • 9:38 AM
Texting with (321) 388-0444 (SMS/MMS)
Test our new-formula cream for
7 days and your friends won't
believe it's you. Real lifting!
idwaxp51og.co/a09c Reply Stop
to OPTOUT
Jun 21, 9:38 AM
Copied
Text message
85% O
Q
:
Not spam",(321) 388-0444,Phone Number,"12/21/2022, 20:59:07",Test our new-formula cream for 7 days and your friends won't believe it's you. Real lifting! idwaxp51og.co/a09c Reply Stop to OPTOUT,idwaxp51og.co/a09c,,idwaxp51og,co,,0,0,0,0,0,,Random Domain,Advertisement,idwaxp51og.co,"NameCheap, Inc.",6/21/2022,6/21/2022
388,"12:59:38 MA
? (740) 498-2643
! Why is this spam?
(+)
Similar messages were identified as spam
Tuesday, Jun 14. 9:19 AM
Texting with (740) 498-2643 (SMS/MMS)
Q
Copied
Text message
85% O
Pay $40 for full vehicle insurance.
Limited-number of proposals.
Hurry and click: egxi6aqx8r.co/
zz5welj Reply END to unsubscribe
Jun 14, 9:19 AM
:
Not spam",(740) 498-2643,Phone Number,"12/21/2022, 21:00:06",Pay $40 for full vehicle insurance. Limited-number of proposals. Hurry and click: egxi6aqx8r.co/zz5welj Reply END to unsubscribe,egxi6aqx8r.co/zz5welj,,egxi6aqx8r,co,,0,0,0,0,0,,Random Domain,Advertisement,egxi6aqx8r.co,,,
389,"1:00:22 MA
? (716) 766-0336
! Why is this spam?
(+)
Similar messages were identified as spam
Tuesday, Jun 7 • 11:29 AM
Texting with (716) 766-0336 (SMS/MMS)
Copied
Text message
Q
Credit score update: There is your
current credit score. To receive
details open link! 5wac5ltscn.co/
oaktfqv Reply END to unsubscribe
Jun 7, 11:29 AM
O
85% O
:
Not spam",(716) 766-0336,Phone Number,"12/21/2022, 21:00:51",Credit score update: There is your current credit score. To receive details open link! 5wac5ltscn.co/oaktfqv Reply END to unsubscribe ,5wac5ltscn.co/oaktfqv,,5wac5ltscn,co,,0,0,0,0,0,,Random Domain,Finance/Crypto,5wac5ltscn.co,"NameCheap, Inc.",6/7/2022,6/12/2022
391,"1:01:59 MA
? (737) 290-2359
! Why is this spam?
(+)
Similar messages were identified as spam
Wednesday, Apr 20 • 1:06 PM
Texting with (737) 290-2359 (SMS/MMS)
We may send up to $250 for
gasoline if you complete this
select survey. Believe in you!
a56cyklri.co/1hyv3 Reply END to
unsubscribe
Apr 20, 1:06 PM
Copied
Text message
84% O
Q :
Not spam",(737) 290-2359,Phone Number,"12/21/2022, 21:02:17",We may send up to $250 for gasoline if you complete this select survey. Believe in you! a56cyklri.co/1hyv3 Reply END to unsubscribe ,a56cyklri.co/1hyv3,,a56cyklri,co,,0,0,0,0,0,,Random Domain,Prize/Contest,a56cyklri.co,"NameCheap, Inc.",4/19/2022,4/19/2022
392,"1:02:35 MA
? (314) 673-8590
! Why is this spam?
(+)
Similar messages were identified as spam
Sunday, Apr 17. 9:19 AM
Texting with (314) 673-8590 (SMS/MMS)
Q :
Copied
Text message
84% O
No need to work out - just 1 glass
before night and your plump belly
fades quickly! kh5niapbp4.co/fs4h
Reply Stop to OPTOUT
Apr 17, 9:19 AM
Not spam",(314) 673-8590,Phone Number,"12/21/2022, 21:03:00",No need to work out - just 1 glass before night and your plump belly fades quickly! kh5niapbp4.co/fs4h Reply Stop to OPTOUT ,kh5niapbp4.co/fs4h,,kh5niapbp4,co,,0,0,0,0,0,,Random Domain,Advertisement,kh5niapbp4.co,,,
399,"7:54 1
353
•
netflix-membership-support-renewal-l1871-... >
[Notification ] Update your payment
details as soon as possible.
We're having some trouble with your
current billing information. Click link
below to update your billing
information :
https://
gotommbr.myclickfunnels.com/
Best Regards,
O
The Netflix team
Text Message
Monday 7:54 AM
Å
Text Message
A Pay
O
?
?
?",netflix-membership-support-renewal-l1871-...,Email To Text,"12/22/2022, 03:55:15","[Notification ] Update your payment details as soon as possible. We're having some trouble with your current billing information. Click link below to update your billing information : https://gotommbr.myclickfunnels.com/ Best Regards, The Netflix team",https://gotommbr.myclickfunnels.com/,gotommbr,myclickfunnels,com,,0,0,0,0,0,Netflix,Deceptive subdomain,Account Alert,gotommbr.myclickfunnels.com,"GoDaddy.com, LLC",10/20/2016,
401,"7:56 1
348
O
Your card charged for $349 for
Domesis Matthewson Recliner
Charcoal Gray. order id AMZ1649751
on 12-13-2022. If you DO NOT, Please
contact us +18772214408
Å
•
+1 (947) 226-4811 >
Text Message
Tue, Dec 13, 12:20 PM
Text Message
A Pay
O
?
?
?",+1 (947) 226-4811,Phone Number,"12/22/2022, 03:57:30","Your card charged for $349 for Domesis Matthewson Recliner Charcoal Gray. order id AMZ1649751 on 12-13-2022. If you DO NOT, Please contact us +18772214408",,,,,,,,,,,Amazon,,Account Alert,,,,
402,"7:57 1
347
O
FRM:Unit-VJKXU
SUBJ:CS_ID: 106109122
MSG: Your shipment 55511 could not
be delivered. To reschedule, continue
below:https://lnkd.in/eZXKcEdF
Å
:
1410200517 >
Text Message
Mon, Dec 12, 12:34 PM
Text Message
A Pay
O
?
?
?",1410200517,Phone Number,"12/22/2022, 03:58:17","FRM:Unit-VJKXU SUBJ:CS_ID: 106109122 MSG: Your shipment 55511 could not be delivered. To reschedule, continue below:https://lnkd.in/eZXKcEdF",https://lnkd.in/eZXKcEdF,,lnkd,in,https://shipment-230c7a-track-ups.firebaseapp.com/,0,0,0,0,0,,,Delivery,shipment-230c7a-track-ups.firebaseapp.com,"MarkMonitor, Inc.",10/15/2012,9/13/2022
403,"7:59 1
345
O
FRM:Cathy Goad
MSG:Yolanda Vitela 12002 Allegheny
St https://kstu.hair/rbZ4A68x
Å
•
1410200516 >
Text Message
Thu, Dec 8, 1:34 PM
A Pay
Text Message
O
?
?
?",12002,Short Code,"12/22/2022, 03:59:30",FRM:Cathy Goad MSG:Yolanda Vitela 12002 Allegheny St https://kstu.hair/rbZ4A68x,https://kstu.hair/rbZ4A68x,,kstu,hair,,1,1,0,0,0,,Random Domain,Other,kstu.hair,Dynadot Inc,9/8/2022,9/8/2022
404,"8:01 1
344
O
Work Part-Job From Home at your
leisure This Won't disturb you from
your current job, Age 18yrs above
employee must of a computer and
printer..If interested send sms to
James +1 (509) 785-6416 for details
Å
•
+1 (253) 334-2033 >
Text Message
Sat, Nov 26, 4:58 AM
A Pay
Text Message
O
?
?
?",+1 (253) 334-2033,Phone Number,"12/22/2022, 04:01:31","Work Part-Job From Home at your leisure This Won't disturb you from your current job, Age 18yrs above employee must of a computer and printer..If interested send sms to James +1 (509) 785-6416 for details",,,,,,,,,,,,,Job Advertisement,,,,
406,"8:03 1
340
O
TIMESENSITIVENOTICE: Exposed to
UnsafeWater? If you or someone you
love were stationed, worked, or lived
for at least 30 days at Marine Corps
Base CAMPIeJEUNE prior to 1988,
you may be entitled to
•
+1 (754) 284-8551 >
significantCOMPENSATION. Get your
noCOST-Consultation by calling:
1-833-597-2291
Å
Text Message
Sun, Nov 6, 2:36 PM
A Pay
Text Message
O
?
?
?",+1 (754) 284-8551,Phone Number,"12/22/2022, 04:03:39","TIMESENSITIVENOTICE: Exposed to UnsafeWater? If you or someone you love were stationed, worked, or lived for at least 30 days at Marine Corps Base CAMPIeJEUNE prior to 1988, you may be entitled to significantCOMPENSATION. Get your noCOST-Consultation by calling: 1-833-597-2291",,,,,,,,,,,Marine Corps,,Lawsuits/Settlements,,,,
408,"8:06 1
338
O
Å
2 People >
Text Message
Wed, Oct 26, 1:53 PM
+1 (480) 781-7701
place our Add on your vehicle & paid
seven hundred dollars wkly,
for more details? hit https://bit.ly/
3NhkqSn
Text Message
A Pay
O
?
?
?",+1 (480) 781-7701,Phone Number,"12/22/2022, 04:07:14","place our Add on your vehicle & paid seven hundred dollars wkly, for more details? hit https://bit.ly/3NhkqSn",https://bit.ly/3NhkqSn,,bit,ly,https://www.powr.io/form-builder/i/33696978,2,1,1,1,0,,Random Domain,Advertisement,powr.io,GANDI SAS,11/27/2013,12/21/2022
409,"112
8
+1 (315) 643-0998 >
Text Message
Yesterday 12:56 PM
<B Of A># : Your account has
been locked due to fraud
attempt made on 22 DEC. To
prevent account closure please
visit https://s.id/1tuDl to verify
O° A
The sender is not in your contact list.
Report Junk
Text Message",+1 (315) 643-0998,Phone Number,"12/23/2022, 23:39:32",<B Of A># : Your account has been locked due to fraud attempt made on 22 DEC. To prevent account closure please visit https://s.id/1tuDl to verify O° A,https://s.id/1tuDl,,s,id,,3,3,0,1,0,Bank of America,Random Domain,Account Alert,s.id,PANDI Registrar,8/14/2013,9/28/2022
410,"112
O°
9
+1 (620) 581-9222 >
BofA Alert: We 've placed a hold
on your debit/atm card due to
some unusual activity, To recover
Visit https://profib04.com and
verify your identity
A
Text Message
Fri, Sep 30 at 9:55 AM
The sender is not in your contact list.
Report Junk
Text Message",+1 (620) 581-9222,Phone Number,"12/23/2022, 23:43:55","BofA Alert: We 've placed a hold on your debit/atm card due to some unusual activity, To recover Visit https://profib04.com and verify your identity",https://profib04.com,,profib04,com,,0,0,0,0,0,Bank of America,Random Domain,Account Alert,profib04.com,Porkbun LLC,9/30/2022,9/30/2022
412,"2
+1 (845) 686-0068
Text Message
Today 5:51 AM
Your package cannot be
delivered due to incorrect
house number. Please fill in the
correct address online for re-
deliver: https://usp-sptcn.top",+1 (845) 686-0068,Phone Number,"01/09/2023, 20:17:13",Your package cannot be delivered due to incorrect house number. Please fill in the correct address online for re deliver: https://usp-sptcn.top,https://usp-sptcn.top,,usp-sptcn,top,https://usp-sptcn.top/404.html,13,5,8,0,0,,Deceptive TLD,Delivery,usp-sptcn.top,"NameSilo, LLC",1/5/2023,1/5/2023
413,"84
•
+1 (614) 732-2441 >
A
Text Message
Yesterday 6:45 AM
[U.S.P.S-Postal]: You have a
package with wrong address in
our transit warehouse, please
update your address. Access.
upsshipping.io/
keGL6LxbyYpQN8z
The sender is not in your contact list.
Report Junk
Text Message",+1 (614) 732-2441,Phone Number,"01/16/2023, 15:29:04","[U.S.P.S-Postal]: You have a package with wrong address in our transit warehouse, please update your address. Access. upsshipping.io/keGL6LxbyYpQN8z",upsshipping.io/keGL6LxbyYpQN8z,,upsshipping,io,,11,2,8,1,1,USPS,Random Domain,Delivery,upsshipping.io,1API GmbH,1/12/2023,1/12/2023
